model_output,target,scores,scores_inserts
ngiyahleba na,Ngiyahleba na?,"['11111111111', '11111111111']","['[]', '[""0""]']"
ngiyashleba na,Ngiyahleba na?,"['11110111111', '11111111111', '11111101111']","['[]', '[]', '[]']"
ngiyahleba na,Ngiyahleba na?,"['11111111111', '11111111111']","['[]', '[]']"
ngiyahleba na,Ngiyahleba na?,"['11111111111', '11111111111']","['[]', '[]']"
ngiyahleba na,Ngiyahleba na?,"['11111111111', '11111111111']","['[]', '[]']"
ngiyahleba na,Ngiyahleba na?,['11111111111'],['[]']
ingiyashlabena,Ngiyahleba na?,"['11110100111', '11110000111']","['[""0""]', '[""0""]']"
ningiyalebha na,Ngiyahleba na?,['11110101111'],"['[""0""]']"
ngiyahleba na,Ngiyahleba na?,['11110111111'],['[]']
ngiyahleba na,Ngiyahleba na?,['11111101111'],['[]']
ingiyahleba na,Ngiyahleba na?,"['11111111111', '11111111111']","['[]', '[""0""]']"
umlimi uyalima namuhla,Umlimi uyalima namuhla.,"['111111111111111111111', '111111111111111111111']","['[]', '[]']"
umlimi uyalima namuhle,Umlimi uyalima namuhla.,"['111111111111111111111', '111111111111111111110']","['[]', '[]']"
umlimi uyalima namuhle,Umlimi uyalima namuhla.,['111111111111111111110'],['[]']
umlimi uyalima namunhla,Umlimi uyalima namuhla.,"['111111111111111111111', '111111111111111111111']","['[]', '[]']"
umlimi uyalima namuhla,Umlimi uyalima namuhla.,"['111111111111111111111', '111111111111111111111', '111111111111111111111']","['[]', '[]', '[]']"
umlimi uyalima namuhla,Umlimi uyalima namuhla.,"['111111111111111111111', '111111111111111111111', '111111111111111111111']","['[]', '[]', '[]']"
umliminamula,Umlimi uyalima namuhla.,['111111111111110111111'],"['[""14""]']"
umlimi uyalima namushla,Umlimi uyalima namuhla.,['111111111111111111101'],['[]']
umlimbiuyalima namuhle,Umlimi uyalima namuhla.,['111111111111111111111'],['[]']
umlimi uyalima namuhla,Umlimi uyalima namuhla.,['111111111111111111111'],['[]']
umlimi uyalima namuhla,Umlimi uyalima namuhla.,['111111111111111111111'],['[]']
umlimiuyalimanahlula,Umlimi uyalima namuhla.,['111111111111111111000'],['[]']
inhlu inkhulu khakhulu,Indlu inkulu kakhulu.,['111111111111111111'],['[]']
indlu inkhulu khakhulu,Indlu inkulu kakhulu.,"['111111101111011111', '111111111111011111']","['[]', '[]']"
imdulu inkhulu khakhulu,Indlu inkulu kakhulu.,['100111101111011111'],['[]']
indlu inkulu kakhulu,Indlu inkulu kakhulu.,['111111111111111111'],['[]']
indlo inkulu kakhulu,Indlu inkulu kakhulu.,"['111111111111111111', '111111111111111111', '111111111111111111']","['[]', '[]', '[]']"
indlu inkulu kakhulu,Indlu inkulu kakhulu.,"['111111111111111111', '111111111111111111']","['[]', '[]']"
indluinkulukakhulu,Indlu inkulu kakhulu.,['111111111111111111'],['[]']
indulu unkhulu kakholo,Indlu inkulu kakhulu.,"['100111101111011111', '110010101111011111']","['[]', '[]']"
undloinkhulukhakhulu,Indlu inkulu kakhulu.,['011111101111011111'],['[]']
indluinkulu kakhulu,Indlu inkulu kakhulu.,['111111111111111111'],['[]']
indlu inkhulu khakhulu,Indlu inkulu kakhulu.,['111111101111011111'],['[]']
indluluk,Indlu inkulu kakhulu.,['111111101111011111'],['[]']
usa ukhuukhukhuluma manje,Musa ukukhuluma manje.,"['11111101111111111111', '11111101111111111111']","['[]', '[""7""]']"
musa ukukhuluma manje,Musa ukukhuluma manje.,"['11111111111111111111', '11111101111111111111']","['[]', '[]']"
musa ukhukhuluma manje,Musa ukukhuluma manje.,"['11111111111111111111', '11111101111111111111']","['[]', '[]']"
musa ukukhuluma manje,Musa ukukhuluma manje.,['11111111111111111111'],['[]']
musa ukukhuluma manje,Musa ukukhuluma manje.,"['11111111111111111111', '11111111111111111111']","['[]', '[]']"
musa kukhuluma manje,Musa ukukhuluma manje.,"['11111111111111111111', '11111111111111111111']","['[]', '[]']"
musa ukukhuluma manje,Musa ukukhuluma manje.,['11111111111111111111'],['[]']
musa ukukhuluma manje,Musa ukukhuluma manje.,['11111111111111111111'],['[]']
mushaukhuluma manje,Musa ukukhuluma manje.,['11111101001111111111'],['[]']
musa ukukhuluma manje,Musa ukukhuluma manje.,['11111111111111111111'],['[]']
musa ukukhuluma manje,Musa ukukhuluma manje.,['11111101111111111111'],['[]']
musa hahulolmmanj,Musa ukukhuluma manje.,['11111100111111111111'],"['[""12""]']"
ngiyobona,Ngiyobona.,"['11111111', '11111111', '11110111']","['[]', '[]', '[]']"
ngiyobona,Ngiyobona.,['11111111'],['[]']
ingiyobhona,Ngiyobona.,"['11111111', '11111111']","['[]', '[""0""]']"
niyobona,Ngiyobona.,"['11111111', '01111111']","['[]', '[]']"
ngiyobona,Ngiyobona.,['11111111'],['[]']
ngiyabona,Ngiyobona.,['11101111'],['[]']
ngiyobona,Ngiyobona.,['11111111'],['[]']
ingiya,Ngiyobona.,"['11100111', '11110111']","['[]', '[""0""]']"
ningiyobona,Ngiyobona.,['01111111'],"['[""0""]']"
ngiyobona,Ngiyobona.,['11110111'],['[]']
ngiyobona,Ngiyobona.,['11110111'],['[]']
ungiyobona,Ngiyobona.,['11111111'],['[]']
abafana bayabahlekha abafazi,Abafana bayabahleka abafazi.,"['11111111111101110111111101', '10111111011111011111111111']","['[]', '[]']"
abafana bayabahleka abafazi,Abafana bayabahleka abafazi.,"['11111111111111111111111111', '11111111011101111111111111']","['[]', '[]']"
abafana bayabhahleka abafazi,Abafana bayabahleka abafazi.,"['11111111111111110111111111', '11111111111111111111111111', '11111111111111111111111111']","['[]', '[]', '[]']"
abafana bayabahleka abafazi,Abafana bayabahleka abafazi.,['11111111111111111111111111'],['[]']
abafana bayabahleka abafazi,Abafana bayabahleka abafazi.,"['11111111111111111111111111', '11111111111111111111111111']","['[]', '[]']"
abafana bayabahleka abafazi,Abafana bayabahleka abafazi.,['11111111111111111111111111'],['[]']
abafanahlkai,Abafana bayabahleka abafazi.,['11111111111111111111111111'],['[]']
abafana baya abashlaghe abafazi,Abafana bayabahleka abafazi.,['11111111111100000011111111'],['[]']
abafana bayhlkafazi,Abafana bayabahleka abafazi.,['11111111011101110111111111'],['[]']
abafana bayabahleka abafazi,Abafana bayabahleka abafazi.,['11111111111111111111111111'],['[]']
abafana bayabahlekha abafazi,Abafana bayabahleka abafazi.,"['11111111111111111111111111', '11111111011101110111111111']","['[]', '[]']"
abanfana bayabhagela abanfazi,Abafana bayabahleka abafazi.,['11111111011101010111111111'],"['[""3"", ""22""]']"
ufakhazi uyangihleba,Ufakazi uyangihleba.,"['11101111111111111', '11101111111111111', '11101111111111101']","['[]', '[]', '[]']"
ufakazi uyangihleba,Ufakazi uyangihleba.,"['11111111111111111', '11111111111111111', '11111111111111111']","['[]', '[]', '[]']"
ufakhazi uyangihleba,Ufakazi uyangihleba.,['11101111111111111'],['[]']
ufakazi uyangihleba,Ufakazi uyangihleba.,"['11111111111111111', '11111111111011111']","['[]', '[]']"
ufakazi uyangihleba,Ufakazi uyangihleba.,"['11111111111111111', '11111111111111111']","['[]', '[]']"
ufakazi uyangihleba,Ufakazi uyangihleba.,['11111111111111111'],['[]']
ufakazi,Ufakazi uyangihleba.,"['11111111111111111', '11111111111111111']","['[]', '[]']"
ufakhazi uyangishleba,Ufakazi uyangihleba.,['11101111111111111'],['[]']
ufa khwaziyla,Ufakazi uyangihleba.,['11111111111110101'],"['[""4""]']"
ufakhazi uyangihleba,Ufakazi uyangihleba.,['11101111111111111'],['[]']
ufakhazi uyangehleba,Ufakazi uyangihleba.,"['11111111111111111', '11101111111101101']","['[]', '[]']"
ufakazi yhleba,Ufakazi uyangihleba.,['11111111111011111'],['[]']
ngiyagijima,Ngiyagijima.,"['1111111111', '1111111111', '1111111111']","['[]', '[]', '[]']"
ngiyagijima,Ngiyagijima.,"['1111111111', '1111111111']","['[]', '[]']"
hiyagijima,Ngiyagijima.,"['1111111111', '0111111111']","['[]', '[]']"
niyagijima,Ngiyagijima.,"['1111111111', '0111111111']","['[]', '[]']"
ngiyagijima,Ngiyagijima.,"['1111111111', '1111111111']","['[]', '[]']"
ngiyagijima,Ngiyagijima.,['1111111111'],['[]']
ngiyagijima,Ngiyagijima.,['1111111111'],['[]']
ingiyahijima,Ngiyagijima.,"['1111111111', '1111111111']","['[]', '[""0""]']"
ningiyagijima,Ngiyagijima.,['1111111111'],"['[""0""]']"
ngiyagijima,Ngiyagijima.,['1111111111'],['[]']
ngiyagijima,Ngiyagijima.,"['1111111111', '1111111111']","['[]', '[]']"
ingiyajima,Ngiyagijima.,['1111111111'],['[]']
ungahlebi abantu ngamabomo,Ungahlebi abantu ngamabomu.,['11111111111101111110111'],['[]']
ungahlebi abanthu ngamangamabomo,Ungahlebi abantu ngamabomu.,"['11111111111101111111111', '11111011101101111110111']","['[]', '[]']"
ungahlebi abanthungammaomu,Ungahlebi abantu ngamabomu.,['11111111111111111111111'],['[]']
ungahlebi abantu ngamabomu,Ungahlebi abantu ngamabomu.,"['11111111111111111111111', '11111111111111111111111']","['[]', '[]']"
ungahlebi abantu ngamabomu,Ungahlebi abantu ngamabomu.,['11111111111111111111111'],['[]']
ungahlebi abantu gamabomu,Ungahlebi abantu ngamabomu.,"['11111111111111111111111', '11111111111111111111111']","['[]', '[]']"
ungahlebi abantu ngamabomu,Ungahlebi abantu ngamabomu.,['11111111111111111111111'],['[]']
ungashlalebi abanthu inanam,Ungahlebi abantu ngamabomu.,"['11100111111101111010000', '11101111111111111010110', '11110011101101111011111']","['[]', '[""3"", ""17"", ""22""]', '[""5"", ""15""]']"
angahlembi amanzungabambu,Ungahlebi abantu ngamabomu.,"['01111011111111111010101', '01111011101101111000000']","['[""0"", ""5"", ""19"", ""20"", ""21"", ""22"", ""23""]', '[""5""]']"
ungahlebi abantungamabomu,Ungahlebi abantu ngamabomu.,['11111111101101111110111'],['[]']
ungahlebi abanthu ngamngamaomo,Ungahlebi abantu ngamabomu.,['11111011101111111110111'],['[]']
ningabiabantubo,Ungahlebi abantu ngamabomu.,['01100011101011111110100'],['[]']
uthanda lokho yini na,Uthanda lokhu yini na?,['1111111111111111111'],['[]']
uthanda lokhu yina inina,Uthanda lokhu yini na?,"['1111111111111111111', '1111111111111111111']","['[]', '[]']"
uthanda lokhu yini na,Uthanda lokhu yini na?,['1111111111111111111'],['[]']
uthanda lokhu yini na,Uthanda lokhu yini na?,"['1111111111111111111', '1111111111111111111']","['[]', '[]']"
uthanda lokho yini na,Uthanda lokhu yini na?,['1111111111111111111'],['[]']
uthana logho yini na,Uthanda lokhu yini na?,"['1111111111111111111', '1111111111111111111']","['[]', '[]']"
uthanda lokhu yini na,Uthanda lokhu yini na?,['1111111111111111111'],['[]']
uyathanda lokhu yeni ya,Uthanda lokhu yini na?,['1111111111111010100'],"['[""1""]']"
uthanda lokho yini na,Uthanda lokhu yini na?,['1111111111111111111'],['[]']
uthanda lokho yinina,Uthanda lokhu yini na?,['1111111111111111111'],['[]']
uthandouthandalokhu yini na,Uthanda lokhu yini na?,['1111111111111111111'],['[]']
uthanda ukhohle wani na,Uthanda lokhu yini na?,['1111111100011000111'],['[]']
abanthu ababi bahambile izolo,Abantu ababi bahambile izolo.,"['1111011111111111111111111111', '1111011111111111111111111111', '1011011101011011111111111111']","['[]', '[]', '[]']"
abanthu ababi bahambile izolo,Abantu ababi bahambile izolo.,['1111111111111111111111111111'],['[]']
abantu ababi bahambile izolo,Abantu ababi bahambile izolo.,"['1111111111111111111111111111', '1011111101011011111111111111', '1011111101011011111111111111']","['[]', '[]', '[]']"
abantu ababi bahambile izolo,Abantu ababi bahambile izolo.,"['1111111111111111111111111111', '1111111111111111111111111111', '1111111111111111111111111111']","['[]', '[]', '[]']"
abantu ababi bahambile izolo,Abantu ababi bahambile izolo.,"['1111111111111111111111111111', '1111111111111111111111111111', '1111111111111111111111111111']","['[]', '[]', '[]']"
abantu ababi bahambile izoni,Abantu ababi bahambile izolo.,"['1111111111111110111111111111', '1111111111111111111111111111', '1111111111111110111111111111']","['[]', '[]', '[]']"
abantu ababi,Abantu ababi bahambile izolo.,['1111111111111111111111111111'],['[]']
abanthu ababhiahail zolo,Abantu ababi bahambile izolo.,"['1111111111011111111111111111', '1111111111011111111111111111', '1011111101011011111111111111']","['[]', '[]', '[]']"
abanthu,Abantu ababi bahambile izolo.,['1111111111111111111111111111'],['[]']
abantu ababihallo,Abantu ababi bahambile izolo.,['1011111101111111111111111111'],['[]']
abanthu ababibahambile izolo,Abantu ababi bahambile izolo.,['1111111111111111111111111111'],['[]']
abanthu abini,Abantu ababi bahambile izolo.,['1011011001001011111100111111'],"['[""13""]']"
umfundisi ujamile,Umfundisi ujamile.,['11111111111111111'],['[]']
umfundisi ujamile,Umfundisi ujamile.,"['11111111111111111', '11111111111111111', '11111111111111111']","['[]', '[]', '[]']"
umfundisi uyamile,Umfundisi ujamile.,['11111111111011111'],['[]']
umfundisi ujamile,Umfundisi ujamile.,"['11111111111111111', '11111111111111111']","['[]', '[]']"
umundisi ujamile,Umfundisi ujamile.,"['11111111111111111', '11111111111111111']","['[]', '[]']"
umfundisi ujamini,Umfundisi ujamile.,['11111111111111111'],['[]']
umfundisi,Umfundisi ujamile.,['11111111111111111'],['[]']
umfondisi ujamile,Umfundisi ujamile.,"['11111111111111111', '11111111111111111']","['[]', '[]']"
umfundisil,Umfundisi ujamile.,['11111111111111111'],['[]']
umfundisi ujamile,Umfundisi ujamile.,['11111111111111111'],['[]']
umfondisa ujamile,Umfundisi ujamile.,['11111111011111111'],['[]']
umfundisi umanjini,Umfundisi ujamile.,['11111111111000000'],['[]']
ufunani,Ufunani?,"['1111111', '1111111', '1111111']","['[]', '[]', '[]']"
ufunani,Ufunani?,['1111111'],['[]']
ufunani,Ufunani?,"['1111111', '1111111', '1111111']","['[]', '[]', '[]']"
ufunani,Ufunani?,"['1111111', '1111111', '1111111']","['[]', '[]', '[]']"
ufunani,Ufunani?,['1111111'],['[]']
ufunani,Ufunani?,"['1111111', '1111111']","['[]', '[]']"
ufunani,Ufunani?,['1111111'],['[]']
ufunani,Ufunani?,"['1111111', '1111111']","['[]', '[]']"
ufunani,Ufunani?,['1111111'],['[]']
ufunani,Ufunani?,"['1111111', '1111111']","['[]', '[]']"
ufunani,Ufunani?,['1111111'],['[]']
umfunani,Ufunani?,['1111111'],"['[""1""]']"
haya insimbi,Shaya insimbi.,"['011111001111', '111111111111']","['[]', '[]']"
hlaya insimbi,Shaya insimbi.,"['111111111111', '111111111111']","['[]', '[]']"
shaya izimbi,Shaya insimbi.,"['111111001111', '111111001111']","['[]', '[]']"
shaya insimbi,Shaya insimbi.,"['111111111111', '111111111111']","['[]', '[]']"
shaya insimbi,Shaya insimbi.,['111111111111'],['[]']
shaya insimbi,Shaya insimbi.,"['111111111111', '111111111111', '111111111111']","['[]', '[]', '[]']"
shaya insimbi,Shaya insimbi.,['111111111111'],['[]']
shaya insimbi,Shaya insimbi.,"['111111111111', '111111111111', '111111111111']","['[]', '[]', '[]']"
shayambi,Shaya insimbi.,['111110011111'],"['[""9""]']"
shaya insimbi,Shaya insimbi.,['111111111111'],['[]']
shaya insimbi,Shaya insimbi.,['111111111111'],['[]']
ushaya izimbi,Shaya insimbi.,['111111001011'],"['[""0""]']"
isalukhazi,Isalukazi sibiza umfana.,"['11111011111111111111111', '11111011111101111111111']","['[]', '[]']"
isaloukhazi sibiza umfana,Isalukazi sibiza umfana.,['11111011111111111111111'],['[]']
isalukhazisebiza umfana,Isalukazi sibiza umfana.,"['11111111111111111111111', '11111111111101111111111']","['[]', '[]']"
isalukazi sibiza umfana,Isalukazi sibiza umfana.,"['11111111111111111111111', '11111111111111111111111']","['[]', '[]']"
isalukazi sibiza umfana,Isalukazi sibiza umfana.,"['11111111111111111111111', '11111111111111111111111']","['[]', '[]']"
isalukazi sibiza umfana,Isalukazi sibiza umfana.,"['11111111111111111111111', '11111111111111111111111', '11111111111111111111111']","['[]', '[]', '[]']"
isalu kazi,Isalukazi sibiza umfana.,['11111111111111111111111'],['[]']
isalokhazi sibiza umfana,Isalukazi sibiza umfana.,"['11111011111101111111111', '11111011111101111111111']","['[]', '[]']"
isa lalukhwazisibizaamfana,Isalukazi sibiza umfana.,['11111011111101111011111'],"['[""3"", ""6""]']"
isalo kazi sibi,Isalukazi sibiza umfana.,['11111111111101111111111'],['[]']
isalu khazi sibaibiafan,Isalukazi sibiza umfana.,"['11111011111111111111111', '11111011111101111111111']","['[""6""]', '[]']"
isa lukhazisibiz,Isalukazi sibiza umfana.,['11111011111101111101011'],['[]']
ngizohamba khona manje,Ngizohamba khona manje.,"['11111111111111111111', '11111111111111111111']","['[]', '[]']"
ngizohamba khona mandle,Ngizohamba khona manje.,"['11111111111111111111', '11111111111111111111']","['[]', '[""0""]']"
ngizohamba khona manje,Ngizohamba khona manje.,"['11111111111111111111', '11111111111111111111']","['[]', '[]']"
nizohamba khona manje,Ngizohamba khona manje.,"['01111111111111111111', '01111111111111111111']","['[]', '[]']"
ngizohamba khona manje,Ngizohamba khona manje.,"['11111111111111111111', '11111111111111111111', '11111111111111111111']","['[]', '[]', '[]']"
nizowamba khona manje,Ngizohamba khona manje.,"['11110111111111111111', '11110111111111111111']","['[]', '[]']"
ngizohamba khona manje,Ngizohamba khona manje.,['11111111111111111111'],['[]']
ingizohamba khona manje,Ngizohamba khona manje.,"['11111111111111111111', '11111111111111111111']","['[""0""]', '[""0""]']"
ningizohambakhona manje,Ngizohamba khona manje.,['11111111111111111111'],"['[""0""]']"
ngizohamba khona manje,Ngizohamba khona manje.,['11111111111111111111'],['[]']
ngizohamba khona manje,Ngizohamba khona manje.,['11111111111111111111'],['[]']
ingizohamba khona manje,Ngizohamba khona manje.,['11111111111111111111'],['[]']
izivalo zinde,Izivalo zinde.,"['1111111111111', '1111111111111']","['[]', '[]']"
izivalo zinde,Izivalo zinde.,"['1111111111111', '1111111111111']","['[]', '[]']"
izivalo zinde,Izivalo zinde.,"['1111111111111', '1111111111111']","['[]', '[]']"
izivalo zinde,Izivalo zinde.,"['1111111111111', '1111111111111', '1111111111111']","['[]', '[]', '[]']"
izivalo zinde,Izivalo zinde.,"['1111111111111', '1111111111111', '1111111111111']","['[]', '[]', '[]']"
izivalo zinde,Izivalo zinde.,['1111111111111'],['[]']
izivalo zinde,Izivalo zinde.,['1111111111111'],['[]']
izivala zinde,Izivalo zinde.,['1111110111111'],['[]']
izivalo zinta,Izivalo zinde.,['1111111111110'],['[]']
izivalo zinde,Izivalo zinde.,['1111111111111'],['[]']
izivalo zinde,Izivalo zinde.,['1111111111111'],['[]']
izingvalo zinhle,Izivalo zinde.,['1111111111111'],['[]']
bayahlakhula,Bayahlakula.,['1111010111'],['[]']
bayahlakhula,Bayahlakula.,['1111111111'],['[]']
bayahlakhula,Bayahlakula.,"['1111110111', '1111110111', '0111110111']","['[]', '[]', '[]']"
bayahlakula,Bayahlakula.,"['1111111111', '1111111111']","['[]', '[]']"
bayahlakula,Bayahlakula.,['1111111111'],['[]']
bayahlakula,Bayahlakula.,"['1111111111', '1111111111', '1111111111']","['[]', '[]', '[]']"
bayahlakula,Bayahlakula.,['1111111111'],['[]']
bayashlakhula,Bayahlakula.,"['1111110111', '1111010111']","['[]', '[]']"
bayahlakhula,Bayahlakula.,"['1111111111', '0111110111']","['[]', '[]']"
bayahlakhula,Bayahlakula.,['0111110111'],['[]']
baya hlakhula,Bayahlakula.,['0111110111'],['[]']
bayahlakhula,Bayahlakula.,['0111110111'],['[]']
akhanani khomo na,Akanankomo na?,"['1011110111111', '1011111111111']","['[]', '[]']"
akhana nkhomo na,Akanankomo na?,"['1011111111111', '1011111111111']","['[""1""]', '[]']"
akhani nankhomo na,Akanankomo na?,"['1011111111111', '1011111111111']","['[]', '[]']"
akanankomo na,Akanankomo na?,['1111111111111'],['[]']
akanankomo na,Akanankomo na?,"['1111111111111', '1111111111111']","['[]', '[]']"
akanangomo na,Akanankomo na?,['1111111111111'],['[]']
akanankomo na,Akanankomo na?,['1111111111111'],['[]']
akanani khoma na,Akanankomo na?,"['1011110110111', '1011110111111']","['[]', '[""1"", ""6""]']"
