model_output,target,scores,scores_inserts
bayahleba,Bayahleba.,"['11111111', '11111111', '01111111']","['[]', '[]', '[]']"
ayahleba,Bayahleba.,['01111101'],['[]']
bayahleba,Bayahleba.,['11111111'],['[]']
bayahleba,Bayahleba.,"['11111111', '11111111']","['[]', '[]']"
bayahleba,Bayahleba.,"['11111111', '11111111']","['[]', '[]']"
bayahleba,Bayahleba.,['11111111'],['[]']
bayashleba,Bayahleba.,"['11111111', '01110101']","['[]', '[]']"
bayahlabe,Bayahleba.,['01111010'],['[]']
bayahleba,Bayahleba.,['01111101'],['[]']
bayahleba,Bayahleba.,['01111101'],['[]']
bayahleba,Bayahleba.,['01111101'],['[]']
iihambaphi manje,Nihambaphi manje?,"['111111111111111', '111111111111111']","['[]', '[]']"
nihambaphi manje,Nihambaphi manje?,['111111111111111'],['[]']
iham bhapi manje,Nihambaphi manje?,['101111111111111'],"['[""0""]']"
nihambaphi manje,Nihambaphi manje?,['111111111111111'],['[]']
nihambaphi manje,Nihambaphi manje?,"['111111111111111', '111111111111111']","['[]', '[]']"
niyambaphi manje,Nihambaphi manje?,['110111111111111'],['[]']
niyambaphi manje,Nihambaphi manje?,['110111111111111'],['[]']
nihambaphi manje,Nihambaphi manje?,"['111111111111111', '111111111111111']","['[]', '[]']"
niyahambabi manje,Nihambaphi manje?,['111111101111111'],"['[""2""]']"
nihambabhii manje,Nihambaphi manje?,['111111111111111'],['[]']
nihambaphi manje,Nihambaphi manje?,['111111111111111'],['[]']
ingihambi bap manje,Nihambaphi manje?,['111111111111111'],"['[""0"", ""1"", ""6""]']"
ingonyama nezinkuzi nezimongokuzzula,"Ingonyama nezinkunzi, nezimbongolo kuyazulazula.","['1111111111111111111111111111111011111111111', '1111111111111111111111111111111111111111111']","['[]', '[]']"
ingonyama nezinguzi nezimongookuyazulula,"Ingonyama nezinkunzi, nezimbongolo kuyazulazula.",['1111111111111011111111111111111111111111111'],"['[""37""]']"
igoyama nezinkunzi neimongkuyauaula,"Ingonyama nezinkunzi, nezimbongolo kuyazulazula.","['1110111111111011111111111111111011111111111', '1111111111111111111111111111111011111111111', '1111111111111011111111111111111011111111111']","['[]', '[]', '[]']"
ingonyama nezinkunzi,"Ingonyama nezinkunzi, nezimbongolo kuyazulazula.","['1111111111111111111111111111111111111111111', '1111111111111111111111111111111111111111111', '1111111111111111111111111111111111111111111']","['[]', '[]', '[]']"
ingonyama nezinkunzi,"Ingonyama nezinkunzi, nezimbongolo kuyazulazula.","['1111111111111111111111111111111111111111111', '1111111111111111111111111111111111111111111', '1111111111111111111111111111111111111111111']","['[]', '[]', '[]']"
ingonyama nezinkuku nezimbngol zul,"Ingonyama nezinkunzi, nezimbongolo kuyazulazula.",['1111111111111110001111111111111111111111111'],['[]']
ingonyama nkunzi,"Ingonyama nezinkunzi, nezimbongolo kuyazulazula.",['1111111111111111111111111111111111111111111'],['[]']
ingonayama nizikhunzi nizimongolokhuyazlala,"Ingonyama nezinkunzi, nezimbongolo kuyazulazula.","['1110111110111011111101111111111011111111111', '1110111110111011111101111111111111111111111']","['[""39""]', '[""3""]']"
ingoyama mzekuzi nezmunokuyakuzala,"Ingonyama nezinkunzi, nezimbongolo kuyazulazula.",['1111111111111111111111111111111111100000010'],['[]']
ingonyama nezinkunzikuu,"Ingonyama nezinkunzi, nezimbongolo kuyazulazula.",['1111111111111111111111111111111111111111111'],"['[""1""]']"
ingonyama nezinkhuzi nezimbongkuyazulazula,"Ingonyama nezinkunzi, nezimbongolo kuyazulazula.",['1111111111111010111111111111111011111111111'],['[]']
ingonyama ngezinkuzigeziokuyazihazu,"Ingonyama nezinkunzi, nezimbongolo kuyazulazula.",['1111111101111111111011111111111111100001111'],"['[""9"", ""19"", ""35"", ""37"", ""39""]']"
asibashaye,Asibashaye.,"['111111111', '111011111']","['[]', '[]']"
asibashaye,Asibashaye.,"['111111111', '111111111', '111011111']","['[]', '[]', '[]']"
asibashaye,Asibashaye.,"['111011111', '111011111']","['[]', '[]']"
asibashaye,Asibashaye.,"['111111111', '111111111']","['[]', '[]']"
asibashaye,Asibashaye.,"['111111111', '111111111']","['[]', '[]']"
asibashaye,Asibashaye.,['111111111'],['[]']
asibashaye,Asibashaye.,['111111111'],['[]']
asi bashaye,Asibashaye.,"['111011111', '111111111', '111011111']","['[]', '[]', '[]']"
asi bhashaye,Asibashaye.,['111011111'],['[]']
asibashaye,Asibashaye.,"['111111111', '111011111']","['[]', '[]']"
asibashaye,Asibashaye.,['111011111'],['[]']
asibashande,Asibashaye.,"['111111101', '111111111']","['[]', '[""7""]']"
ulwandle lubanzi kakhulu,Ulwandle lubanzi kakhulu.,"['111111111011111011111', '111111111111111011111']","['[]', '[]']"
uwandle lubanzi kakhulu,Ulwandle lubanzi kakhulu.,"['101111111111111011111', '111111111111111011111']","['[]', '[]']"
ulwandle lubasi kakhulu,Ulwandle lubanzi kakhulu.,"['111111111011111011111', '111111111111111011111', '111111111011111011111']","['[]', '[]', '[]']"
ulwandle lubanzi kakhulu,Ulwandle lubanzi kakhulu.,"['111111111111111111111', '111111111111111111111']","['[]', '[]']"
ulwandle lubanzi kakhulu,Ulwandle lubanzi kakhulu.,['111111111111111111111'],['[]']
olwandle lubanzi kakhulu,Ulwandle lubanzi kakhulu.,['111111111111111111111'],['[]']
olwandle lubanzi kakhulu,Ulwandle lubanzi kakhulu.,['111111111111111111111'],['[]']
ulwandle lubanzi kakhulu,Ulwandle lubanzi kakhulu.,['111111111011111011111'],['[]']
uhlwadlwe lubhanzi kakhulu,Ulwandle lubanzi kakhulu.,['100000111011111011111'],['[]']
ulwandle lubanzi kakhulu,Ulwandle lubanzi kakhulu.,['111111111111111011111'],['[]']
ulwandle lubanzi kakhulu,Ulwandle lubanzi kakhulu.,['111001111111111011111'],['[]']
uwanndle ukibhai kakhulu,Ulwandle lubanzi kakhulu.,['111111111000011111111'],['[]']
babase umlilo laphaunabagodole ekuseni,"Babase umlilo lapha, funa bagodole ekuseni.","['1111111111111111111111111111111111011111', '0101111111111111111111111111111111011111']","['[]', '[]']"
babase umlilolabhafuna bagodole ekuseni,"Babase umlilo lapha, funa bagodole ekuseni.","['1111111111111111111111111111111111111111', '1111111111111111111111111111111111111111']","['[]', '[]']"
babheseumdlilo laphavuna bagodole eguseni,"Babase umlilo lapha, funa bagodole ekuseni.",['0110111111111111111111111111111111011111'],['[]']
babase umlilo laphavunaagodleekuseni,"Babase umlilo lapha, funa bagodole ekuseni.","['1111111111111111111111111111111111111111', '1111111111111111111111111111111111111111', '1111111111111111111111111111111111111111']","['[]', '[]', '[]']"
babase umlilo labhavunabagodleekuseni,"Babase umlilo lapha, funa bagodole ekuseni.",['1111111111111111111111111111111111111111'],['[]']
babase umlilo labafuna bagodole ekuzeni,"Babase umlilo lapha, funa bagodole ekuseni.","['1111111111111111111111111111111111111111', '1111111111111111111111111111111111111111']","['[]', '[]']"
babase umlilo laphagdeu,"Babase umlilo lapha, funa bagodole ekuseni.",['1111111111111111111111111111111111111111'],['[]']
babhase umlilolahavuna bakodle ukhusene,"Babase umlilo lapha, funa bagodole ekuseni.",['1101111111111111111111111111111110111111'],['[]']
babhase imililo laphau,"Babase umlilo lapha, funa bagodole ekuseni.",['0101111011111111111111110111111011011111'],"['[""9""]']"
babase umlilolabafuna bagodole ekhuseni,"Babase umlilo lapha, funa bagodole ekuseni.",['0101111111111111111111110111111111011111'],['[]']
babhase umlilolaphafuna bagodole ekhuseni,"Babase umlilo lapha, funa bagodole ekuseni.",['0101111111111111111111111111111111011111'],['[]']
babasiumlolaivngobule egosini,"Babase umlilo lapha, funa bagodole ekuseni.","['1111111110011111101111111100001111111111', '0101111110011111101111110111001111101011']","['[""9"", ""10"", ""17"", ""26"", ""27"", ""28"", ""29""]', '[]']"
ngiyakhuluma futhi,Ngiyakhuluma futhi.,"['111111111111111', '111111111111111', '111111111111111']","['[]', '[]', '[]']"
ngiyakhuluma futhi,Ngiyakhuluma futhi.,"['111111111111111', '111111111111111']","['[]', '[]']"
ngiyakhuluma futhi,Ngiyakhuluma futhi.,"['111111111111111', '111111111111111']","['[]', '[""0""]']"
ngiyakhuluma futhi,Ngiyakhuluma futhi.,['011111111111111'],"['[""4""]']"
ngiyakhuluma futhi,Ngiyakhuluma futhi.,"['111111111111111', '111111111111111', '111111111111111']","['[]', '[]', '[]']"
ngiyakhuluma futhi,Ngiyakhuluma futhi.,['111111111111111'],['[]']
ngiyakhuluma futhi,Ngiyakhuluma futhi.,['111111111111111'],['[]']
ingiyakkhuluma futhi,Ngiyakhuluma futhi.,"['111111111111111', '111111111111111', '111111111111111']","['[""0"", ""4"", ""5""]', '[""0"", ""4""]', '[""0"", ""4""]']"
ningiyakhuluma futhi,Ngiyakhuluma futhi.,['111111111111111'],"['[""0""]']"
ngiyakhuluma futhi,Ngiyakhuluma futhi.,['111111111111111'],['[]']
ngiyakhuluma futhi,Ngiyakhuluma futhi.,['111111111111111'],['[]']
ingiya khokhuvumu,Ngiyakhuluma futhi.,['111111000011111'],"['[""0"", ""4""]']"
ngiwa bonile lapho,Ngiwabonile lapho.,"['111111111111111', '111111111111111']","['[]', '[]']"
ngiwabonile lapho,Ngiwabonile lapho.,"['111111111111111', '111101111111111']","['[]', '[]']"
ingiwa bonile lapho,Ngiwabonile lapho.,['111111111111111'],['[]']
ngiwabonile lapho,Ngiwabonile lapho.,"['111111111111111', '111111111111111']","['[]', '[]']"
ngiwabonile lapho,Ngiwabonile lapho.,"['111111111111111', '111111111111111']","['[]', '[]']"
ngiwabonile labo,Ngiwabonile lapho.,"['111111111111111', '111111111111111']","['[]', '[]']"
ngiwabonile lapho,Ngiwabonile lapho.,['111111111111111'],['[]']
ingiwabonile laho,Ngiwabonile lapho.,"['111111111111111', '111101111111111']","['[""0""]', '[""0""]']"
ningiwabonilelapho,Ngiwabonile lapho.,['111111111111111'],['[]']
ngiwabonile lapho,Ngiwabonile lapho.,['111101111111111'],"['[""0""]']"
ngiwabonile lapho,Ngiwabonile lapho.,['111101111111111'],['[]']
ingiya wabuhle lao,Ngiwabonile lapho.,['111100000011111'],"['[""0"", ""2""]']"
ihhashi elibi lagijima,Ihhashi elibi lagijima.,"['11111111111111111111', '10111111111111111111']","['[]', '[]']"
ihashi elibi lagijima,Ihhashi elibi lagijima.,"['10111111111111111111', '10111111101111111111']","['[]', '[]']"
ihhashi ilibi lagijima,Ihhashi elibi lagijima.,"['10111101111111111111', '11111101111111111111']","['[]', '[]']"
ihhashi elibi lagijima,Ihhashi elibi lagijima.,['11111111111111111111'],['[]']
ihhashi elibi lagijima,Ihhashi elibi lagijima.,"['11111111111111111111', '11111111111111111111']","['[]', '[]']"
ihahe elibi liyagijima,Ihhashi elibi lagijima.,['11111111111111111111'],['[]']
ihhashi elibi lagijima,Ihhashi elibi lagijima.,['11110111111111111111'],['[]']
ishashi ilibi lakijima,Ihhashi elibi lagijima.,"['11111101111111111111', '10111101101111111111']","['[]', '[]']"
iyashi libi lagijima,Ihhashi elibi lagijima.,['11111101111111111111'],['[]']
ihhashi elibi lagijima,Ihhashi elibi lagijima.,['10110111111111111111'],['[]']
ihhashi ilibi lagijima,Ihhashi elibi lagijima.,['10111101101111111111'],['[]']
ishani ib lagijima,Ihhashi elibi lagijima.,['10000100000111111111'],['[]']
yebo,"Yebo, ukhona.",['1111111111'],['[]']
yyebo,"Yebo, ukhona.","['1111111111', '1101111111']","['[]', '[]']"
yebo,"Yebo, ukhona.","['1111111111', '1111111111']","['[]', '[]']"
yebo,"Yebo, ukhona.","['1111111111', '1111111111']","['[]', '[]']"
yebo,"Yebo, ukhona.","['1111111111', '1111111111']","['[]', '[]']"
ifike izolo,"Yebo, ukhona.",['1111111111'],['[]']
yebo,"Yebo, ukhona.",['1111111111'],['[]']
yebo,"Yebo, ukhona.","['1111111111', '1111111111', '1101111111']","['[]', '[]', '[]']"
yebo,"Yebo, ukhona.",['1111111111'],['[]']
yebo,"Yebo, ukhona.",['1101111111'],['[]']
yebo,"Yebo, ukhona.",['1111111111'],['[]']
yebo,"Yebo, ukhona.",['1101111111'],['[]']
izani icegu,Sizani ixhegu.,"['111111111111', '111111110111']","['[]', '[]']"
sizani iceku,Sizani ixhegu.,['111111110111'],['[]']
sizani iciku,Sizani ixhegu.,"['111111110111', '111111111111', '111111110011']","['[]', '[]', '[]']"
sizani ichengu,Sizani ixhegu.,"['111111110111', '111111111111', '111111110111']","['[]', '[]', '[]']"
zani ixhegu,Sizani ixhegu.,"['111111111111', '001111111111']","['[]', '[]']"
hizani ixheko,Sizani ixhegu.,"['111111111111', '111111111111']","['[]', '[]']"
sizani ixhego,Sizani ixhegu.,['111111111100'],['[]']
sizani ingxouko,Sizani ixhegu.,"['111111110000', '111111110011']","['[]', '[""8"", ""9""]']"
sizani iciko,Sizani ixhegu.,['111111110011'],['[]']
sizani ixhego,Sizani ixhegu.,['111111111111'],['[]']
sizani ixegu,Sizani ixhegu.,['111111110111'],['[]']
sizani iqo ] ngeku,Sizani ixhegu.,['111111110011'],"['[""8"", ""10""]']"
imifula iphi,Imifula iphi?,['11111111111'],['[]']
imi fula iphi,Imifula iphi?,"['11111111111', '11111111111']","['[]', '[]']"
imifula iphi,Imifula iphi?,"['11111111111', '11111111111']","['[]', '[]']"
imifula iphi,Imifula iphi?,['11111111111'],['[]']
imifula iphi,Imifula iphi?,"['11111111111', '11111111111']","['[]', '[]']"
imifula iphi,Imifula iphi?,"['11111111111', '11111111111']","['[]', '[]']"
imifula iphi,Imifula iphi?,['11111111111'],['[]']
imifula iphi,Imifula iphi?,"['11111111111', '11111111111']","['[]', '[]']"
imifula impi,Imifula iphi?,['11111111101'],"['[""9""]']"
imivfula ipi,Imifula iphi?,['11111111111'],['[]']
imifula iphi,Imifula iphi?,['11111111111'],['[]']
imifula imfuli,Imifula iphi?,['11111111000'],"['[""8"", ""9"", ""10"", ""11""]']"
onje uhambile na,Konje uhambile na?,"['11111111111111111', '11111111111111111', '11111111111111111']","['[]', '[]', '[]']"
khonje uhambile na,Konje uhambile na?,['01111111111111111'],['[]']
kontshe uhambile na,Konje uhambile na?,"['01111111111111111', '11111111111111111', '01111111111111111']","['[]', '[]', '[]']"
konje uhambile na,Konje uhambile na?,['11111111111111111'],['[]']
onje uhambile na,Konje uhambile na?,"['11111111111111111', '11111111111111111']","['[]', '[]']"
kontshe uwaambile na,Konje uhambile na?,['11111110111111111'],['[]']
konje uhhambile na,Konje uhambile na?,['11111110111111111'],['[]']
khonje uhambilena,Konje uhambile na?,"['01111111111111111', '01111111111111111']","['[]', '[]']"
konje uyapila na,Konje uhambile na?,['01111110100110111'],['[]']
khonje uhambile na,Konje uhambile na?,['01111111111111111'],['[]']
konjehambilena,Konje uhambile na?,['01111101111111111'],['[]']
ikhone uhambile na,Konje uhambile na?,"['00000111111111111', '00000111111111111']","['[]', '[]']"
letha izinto lapha kusasa,Letha izinto lapha kusasa.,['11111111101111111011111'],['[]']
letha izinto lapha kusasa,Letha izinto lapha kusasa.,['11111111101111111011111'],['[]']
letha izinto lapha kusasa,Letha izinto lapha kusasa.,"['11111111101111111111111', '11111111111111111111111', '11111111101111111011111']","['[]', '[""18""]', '[]']"
letha izinto lapha kusasa,Letha izinto lapha kusasa.,"['11111111111111111111111', '11111111111111111111111']","['[]', '[]']"
eletha izinto lapha kusasa,Letha izinto lapha kusasa.,['11111111111111111111111'],['[]']
letha izinto lapha kusasa,Letha izinto lapha kusasa.,['11111111111111111111111'],['[]']
letha izindo lapha kusasa,Letha izinto lapha kusasa.,['11111111111111111111111'],['[]']
litha izintolabhe kusasa,Letha izinto lapha kusasa.,"['01111111101111101011111', '10111111111111101111111', '10111111101111101011111']","['[]', '[""1"", ""15""]', '[]']"
letha izinto labha kusasa,Letha izinto lapha kusasa.,['11111111111111111011111'],['[]']
letha izinto lapha kusasa,Letha izinto lapha kusasa.,['11111111111111111011111'],['[]']
letha s] izito lapha kusasa,Letha izinto lapha kusasa.,['11111111101111111011111'],['[]']
letha izolaha kushasha,Letha izinto lapha kusasa.,['11111100000111111010101'],['[]']
ngiyanikhulekhela,Ngiyanikhulekela.,['11111111110111'],['[]']
ngiyanikhule hela,Ngiyanikhulekela.,['11111111000011'],['[]']
ingiyanikhulekile,Ngiyanikhulekela.,"['11111111111010', '11111111110010']","['[]', '[]']"
ngiyanikhulekela,Ngiyanikhulekela.,['01111111111111'],['[]']
s] ngiyanikhulekela,Ngiyanikhulekela.,"['11111111111111', '11111111111111']","['[]', '[]']"
ngiyanikhulekela,Ngiyanikhulekela.,"['11111111111111', '11111111111111']","['[]', '[]']"
ngiyanikhulekela,Ngiyanikhulekela.,['11111111111111'],['[]']
ingiyanikholekhela,Ngiyanikhulekela.,"['11111111110111', '11111111110111']","['[]', '[""0""]']"
ningiyanikhulalekha,Ngiyanikhulekela.,['11111111100101'],"['[""0"", ""8""]']"
ngiyanigulekela,Ngiyanikhulekela.,['11111111111111'],['[]']
ngiyani khu lekha,Ngiyanikhulekela.,['11111111110000'],['[]']
ingiya ilkhela,Ngiyanikhulekela.,['11111100110011'],['[]']
izingwele zimphunga,Izinwele zimpunga.,"['1111111111110111', '1111111111111111']","['[]', '[]']"
izinwele zimbunga,Izinwele zimpunga.,"['1111111111111111', '1111111111111111']","['[]', '[]']"
izingwele zimphunga,Izinwele zimpunga.,"['1111111111110111', '1111111111110111']","['[]', '[]']"
izinwele zimpunga,Izinwele zimpunga.,['1111111111111111'],['[]']
izingwele zimpunga,Izinwele zimpunga.,['1111111111111111'],['[]']
izinwele zimpunga,Izinwele zimpunga.,"['1111111111111111', '1111111111111111']","['[]', '[]']"
izinwele zimpunga,Izinwele zimpunga.,['1111111111111111'],['[]']
izinwela zimbhunga,Izinwele zimpunga.,"['1111111011110111', '1111111011111111']","['[]', '[]']"
iziwalezimbhunga,Izinwele zimpunga.,['1111101111110111'],['[]']
izinwele zipunga,Izinwele zimpunga.,"['1111111111101111', '1111111111101111']","['[]', '[]']"
izibele zimphunga,Izinwele zimpunga.,['1111111111111111'],['[]']
izingwele impawuka,Izinwele zimpunga.,['1111111110000000'],['[]']
iyahlekha,Siyahleka.,"['11111111', '11111111', '11110101']","['[]', '[]', '[]']"
siyahleka,Siyahleka.,"['11111111', '11111111']","['[]', '[]']"
siyahlekha,Siyahleka.,"['11111111', '11111111', '11110111']","['[]', '[]', '[]']"
siyahleka,Siyahleka.,"['11111111', '11111111']","['[]', '[]']"
siyahleka,Siyahleka.,"['11111111', '11111111']","['[]', '[]']"
siyahleka,Siyahleka.,"['11111111', '11111111']","['[]', '[]']"
siyahleka,Siyahleka.,['11111111'],['[]']
siyashileka,Siyahleka.,"['11110101', '11110101']","['[]', '[]']"
siyahleka,Siyahleka.,['11111101'],['[]']
siyahleka,Siyahleka.,['11111111'],['[]']
siyahleka,Siyahleka.,['11111111'],['[]']
siyahleka,Siyahleka.,['11111101'],['[]']
halele impela,Balele impela.,"['1111111110111', '1111111110111']","['[]', '[]']"
bhalele imp ela,Balele impela.,"['1111111110111', '0111111101111']","['[]', '[]']"
alele impela,Balele impela.,"['1111111110111', '1111111110111', '1111111110111']","['[]', '[]', '[]']"
balele impela,Balele impela.,"['1111111111111', '1111111111111']","['[]', '[]']"
balele imp ela,Balele impela.,['1111111111111'],['[]']
balele impela,Balele impela.,['1111111111111'],['[]']
balele impela,Balele impela.,['1111111111111'],['[]']
bhalele impela,Balele impela.,['0111111110111'],['[]']
bhalele impila,Balele impela.,['1111111111011'],['[]']
bhalele impela,Balele impela.,['0111111111111'],['[]']
bhalele impela,Balele impela.,['0111111110111'],['[]']
bhalela impela,Balele impela.,['0111101110111'],"['[""12""]']"
kuyamazi na,Uyamazi na?,"['1111111111', '1111111111']","['[]', '[]']"
